-90710.89043246643,107595,15180.00030517578
-90716.61168558484,95288.05920511932,15180.00030517578
-90722.33293870324,82981.11841023871,15180.00030517578
-90728.05419182165,70674.17761535806,15180.00030517578
-90733.77544494005,58367.23682047742,15180.00030517578
-90739.49669805846,46060.29602559678,15180.00030517578
-90745.21795117686,33753.35523071616,15180.00030517578
-90750.93920429528,21446.41443583551,15180.00030517578
-90756.6604574137,9139.473640954877,15180.00030517578
-90762.38171053209,-3167.467153925763,15180.00030517578
-90768.10296365051,-15474.40794880641,15180.00030517578
77491.21771500832,-15552.62837727246,12118.12496185303
60665.28564714239,-15544.80633442586,12424.3124961853
43839.35357927655,-15536.98429157925,12730.50003051758
27013.42151141065,-15529.16224873264,13036.68756484985
10187.48944354479,-15521.34020588604,13342.87509918213
-6638.442624321098,-15513.51816303943,13649.0626335144
-23464.37469218699,-15505.69612019283,13955.25016784668
-40290.30676005286,-15497.87407734622,14261.43770217896
-57116.23882791874,-15490.05203449961,14567.62523651123
-73942.17089578463,-15482.22999165301,14873.8127708435
-90768.10296365051,-15474.40794880641,15180.00030517578
